itemid,hotelid,user_1,user_2,user_3,user_4,user_5
104,74799,0.700140042,0.707776073,0.692934867,0.746390491,0.685603445
105,74799,0.735147044,0.707776073,0.724431907,0.785674201,0.685603445
106,74799,0.731272424,0.674965564,0.69084928,0.779579443,0.716089443
107,74799,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
108,74804,0.550019098,0.523784927,0.536110964,0.6172134,0.56694671
109,74804,0.61993042,0.544949261,0.557773351,0.596284794,0.593366104
110,74804,0.544581149,0.478713554,0.489978944,0.611111111,0.561341399
111,74804,0.544581149,0.478713554,0.489978944,0.611111111,0.561341399
112,74804,0.544581149,0.478713554,0.489978944,0.611111111,0.561341399
113,74804,0.544581149,0.478713554,0.489978944,0.611111111,0.561341399
114,74814,0.594088526,0.478713554,0.489978944,0.611111111,0.612372436
115,74814,0.594088526,0.478713554,0.489978944,0.611111111,0.612372436
116,74814,0.594088526,0.478713554,0.489978944,0.611111111,0.612372436
117,74814,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
118,82436,0.708200528,0.553371571,0.56639386,0.750568336,0.729996395
119,82436,0.708200528,0.553371571,0.56639386,0.750568336,0.729996395
120,82436,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
121,82436,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
122,82699,0.720294058,0.633173824,0.64807407,0.731310341,VISITED
123,82699,0.739940073,0.650443636,0.665750286,0.792593924,VISITED
124,82699,0.720294058,0.633173824,0.64807407,0.769800359,VISITED
125,82699,0.71519854,0.597259883,0.611314979,0.762443736,VISITED
126,82699,0.694708803,0.578541912,0.592156525,0.738548946,VISITED
127,82699,0.711057129,0.592156525,0.606091527,0.755928946,VISITED
128,82699,0.350070021,0.246182982,0.251976315,0.314269681,VISITED
129,82699,0.350070021,0.246182982,0.251976315,0.314269681,VISITED
130,82904,0.531368931,0.506024314,0.517932397,0.496903995,0.593366104
131,82904,0.495073771,0.43519414,0.445435403,0.444444444,0.561341399
132,82904,0.400163365,0.402015126,0.4114756,0.384900179,0.471404521
133,82904,0.61993042,0.544949261,0.557773351,0.596284794,0.63900965
134,82904,0.48507125,0.426401433,0.43643578,0.544331054,0.5
135,82904,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
136,90861,0.727606875,0.568535244,0.581914374,0.77113566,0.75
137,90861,0.727606875,0.568535244,0.581914374,0.77113566,0.75
138,90861,0.687184271,0.604068696,0.618284022,0.725774739,0.75
139,90861,0.707106781,0.585017939,0.598784951,0.746816045,0.728868987
140,90896,0.858127871,0.754336509,0.772088032,0.851851852,0.748455199
141,90896,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
142,90896,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
143,90911,0.727606875,0.639602149,0.654653671,0.816496581,0.708333333
144,90911,0.727606875,0.639602149,0.654653671,0.816496581,0.708333333
145,90911,0.707106781,0.621581561,0.63620901,0.793492048,0.728868987
146,90912,0.777844468,0.712253603,0.699854212,0.691023319,0.668153105
147,90912,0.759113116,0.696310624,0.683000952,0.666666667,0.680413817
148,90912,0.759113116,0.696310624,0.683000952,0.666666667,0.646393127
149,90912,0.739940073,0.680009255,0.665750286,0.641623653,0.658706483
150,111618,0.618346942,0.543557307,0.55634864,0.693888666,0.637377439
151,111618,0.570781793,0.501745206,0.513552591,0.640512615,0.588348405
152,111626,0.594088526,0.522232968,0.534522484,VISITED,0.612372436
153,111626,0.594088526,0.522232968,0.534522484,VISITED,0.561341399
154,111626,0.594088526,0.522232968,0.534522484,VISITED,0.561341399
155,111626,0.594088526,0.522232968,0.534522484,VISITED,0.561341399
156,111693,0.685994341,0.565333771,0.578637562,0.721687836,0.662912607
157,111766,0.45732956,0.351763235,0.36004115,0.449050209,0.412478956
158,111766,0.424437344,0.319801075,0.327326835,0.40824829,0.375
159,111808,VISITED,0.467099366,0.517932397,0.546594394,0.593366104
160,111808,VISITED,0.62505411,0.639763278,0.713932893,0.694365075
161,111808,VISITED,0.604068696,0.618284022,0.680413817,0.625
162,111808,VISITED,0.467099366,0.517932397,0.596284794,0.547722558
163,111808,VISITED,0.402911482,0.453632354,0.46291005,0.425210032
164,111808,VISITED,0.381385036,0.439155033,0.486864496,0.447213595
165,111808,VISITED,0.202259959,0.207019668,0.25819889,0.237170825
166,111819,0.594088526,0.43519414,0.445435403,0.611111111,0.612372436
167,111819,0.542326145,0.381385036,0.390360029,0.547722558,0.559016994
168,111819,0.568796459,0.409090909,0.418717895,0.580258853,0.58630197
169,111819,0.542326145,0.476731295,0.487950036,0.608580619,0.559016994
170,111848,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
171,111876,0.550019098,0.402911482,0.412393049,0.56577895,0.614192269
172,111876,0.550019098,0.402911482,0.412393049,0.56577895,0.614192269
173,111876,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
174,111887,0.618346942,0.501745206,0.513552591,0.587136564,0.588348405
175,111887,0.618346942,0.501745206,0.513552591,0.587136564,0.588348405
176,111887,0.618346942,0.501745206,0.513552591,0.587136564,0.588348405
177,111887,0.618346942,0.501745206,0.513552591,0.587136564,0.588348405
178,111887,0.594088526,0.522232968,0.534522484,0.611111111,0.561341399
179,111916,0.735294118,0.723922766,0.740958574,0.726108198,0.727606875
180,111916,0.720157935,0.743150541,0.760638829,0.737864787,0.710046947
181,111916,0.770154046,0.646230328,0.692934867,0.746390491,0.757772228
182,111916,0.51708769,0.5,0.511766316,0.580258853,0.533001791
183,111916,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
184,111916,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
185,111916,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
186,128451,0.707106781,0.621581561,0.63620901,0.700140042,0.685994341
187,128451,0.685994341,0.603022689,0.6172134,0.673575314,0.662912607
188,129684,0.757923828,0.772852597,0.763762616,0.680413817,0.71875
189,129684,0.800853435,0.731065987,0.775983594,0.69130113,0.666750667
190,129684,0.782780364,0.743150541,0.760638829,0.702728369,0.677772086
191,129684,0.796162194,0.727860264,0.773642144,0.71474169,0.689358773
192,129684,0.759113116,0.725323566,0.742392339,0.666666667,0.714434508
193,129704,0.728616739,0.674199862,0.690065559,0.688530373,0.632455532
194,129704,0.728616739,0.674199862,0.690065559,0.688530373,0.632455532
195,129704,0.728616739,0.674199862,0.690065559,0.688530373,0.632455532
196,129704,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
197,129768,0.618346942,0.501745206,0.513552591,0.640512615,0.588348405
198,129768,0.618346942,0.501745206,0.513552591,0.640512615,0.588348405
199,129814,0.810254654,0.769233891,0.758175397,0.763762616,0.70156076
200,129814,0.788893492,0.723627227,0.70979541,0.731310341,0.671751442
201,129814,0.727606875,0.639602149,0.654653671,0.635052896,0.625
202,129814,0.823193209,0.723627227,0.74065608,0.769800359,0.671751442
203,129814,0.807207353,0.739140495,0.726273039,0.717108788,0.624037721
204,129814,0.822478321,0.722998805,0.74001287,0.762443736,0.663488803
205,129814,0.786718394,0.722998805,0.707838397,0.722315119,0.663488803
206,129814,0.822478321,0.722998805,0.74001287,0.762443736,0.663488803
207,129814,0.822478321,0.722998805,0.74001287,0.762443736,0.663488803
208,129814,0.822478321,0.722998805,0.74001287,0.762443736,0.663488803
209,129814,0.804399667,0.707106781,0.723746864,0.738548946,0.640711607
210,129814,0.786718394,0.722998805,0.707838397,0.802572354,0.663488803
211,129841,0.754593775,0.693476093,0.67893474,0.731310341,0.636396103
212,129841,0.694708803,0.642824347,0.657951695,0.738548946,0.640711607
213,129841,0.750958467,0.628694613,0.643489452,0.762443736,0.663488803
214,129841,0.69026849,0.606779876,0.621059003,0.731563521,0.671984003
215,129841,0.658145182,0.674965564,0.69084928,0.738548946,0.603022689
216,129841,0.69026849,0.640489869,0.655562281,0.731563521,0.632455532
217,129841,0.668856054,0.622543017,0.637193093,0.706417257,0.648885685
218,129841,0.62951158,0.622543017,0.637193093,0.662266179,0.567774974
219,129841,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
220,129841,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
221,129841,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
222,129905,0.575223742,0.640489869,0.621059003,0.645497224,0.632455532
223,129905,0.453742606,0.398862018,0.40824829,0.509175077,0.467707173
224,129963,0.600245048,0.603022689,0.6172134,0.673575314,0.57452426
225,129963,0.575649676,0.583874208,0.597614305,0.645975193,0.593366104
226,129963,0.575649676,0.583874208,0.597614305,0.645975193,0.593366104
227,129963,0.557370402,0.603022689,0.578637562,0.625462792,0.57452426
228,129963,0.61993042,0.583874208,0.597614305,0.695665593,0.547722558
229,129974,0.707106781,0.621581561,0.63620901,0.793492048,0.685994341
230,129974,0.707106781,0.621581561,0.63620901,0.793492048,0.685994341
231,130051,0.668856054,0.657128741,0.637193093,0.706417257,0.608330329
232,130051,0.687184271,0.639602149,0.654653671,0.725774739,0.625
233,130051,0.687184271,0.639602149,0.654653671,0.725774739,0.625
234,130051,0.687184271,0.639602149,0.654653671,0.725774739,0.625
235,130051,0.687184271,0.639602149,0.654653671,0.725774739,0.625
236,130051,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
237,130055,0.48809353,0.429058165,0.439155033,0.547722558,0.447213595
238,130055,0.388922234,0.341881729,0.349927106,0.43643578,0.400891863
239,130055,0.424437344,0.373101254,0.381881308,0.476289672,0.375
240,130055,0.257247878,0.226133508,0.231455025,0.288675135,0.265165043
241,130077,0.594088526,0.522232968,0.534522484,0.611111111,0.561341399
242,130077,0.568796459,0.5,0.511766316,0.580258853,0.533001791
243,130092,0.805161048,0.738548946,0.755928946,0.746390491,0.649519053
244,130092,0.786718394,0.722998805,0.74001287,0.722315119,0.626628314
245,130092,0.786718394,0.722998805,0.74001287,0.722315119,0.626628314
246,130092,0.767836045,0.707106781,0.723746864,0.697518449,0.640711607
247,130133,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
248,130133,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
249,130133,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
250,130251,0.350070021,0.246182982,0.251976315,0.314269681,0.216506351
251,130251,0.350070021,0.246182982,0.251976315,0.314269681,0.216506351
252,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
253,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
254,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
255,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
256,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
257,130251,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
258,151314,0.618346942,0.418121005,0.427960493,0.587136564,0.588348405
259,151314,0.618346942,0.418121005,0.427960493,0.587136564,0.588348405
260,151314,0.618346942,0.418121005,0.427960493,0.587136564,0.588348405
261,151314,0.618346942,0.418121005,0.427960493,0.587136564,0.588348405
262,151314,0.618346942,0.418121005,0.427960493,0.587136564,0.588348405
263,151314,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
264,151314,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
265,151314,0.350070021,0.246182982,0.251976315,0.314269681,0.288675135
266,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
267,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
268,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
269,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
270,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
271,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
272,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
273,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
274,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
275,151314,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
276,151476,0.807207353,0.768706115,0.756534416,0.754851356,0.658706483
277,151476,0.786718394,0.722998805,0.74001287,0.722315119,0.663488803
278,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
279,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
280,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
281,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
282,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
283,151797,0.747545002,0.657128741,0.672592709,0.794719414,0.729996395
284,159313,0.711057129,0.657951695,0.67343503,0.713932893,0.6172134
285,159313,0.71519854,0.722998805,0.707838397,0.682186501,0.589767825
286,159313,0.71519854,0.722998805,0.707838397,0.682186501,0.589767825
287,159313,0.67363307,0.69084928,0.67343503,0.671936841,0.6172134
288,162762,0.48809353,0.429058165,0.439155033,0.547722558,0.503115295
289,162762,0.48809353,0.429058165,0.439155033,0.547722558,0.503115295
290,162762,0.48809353,0.429058165,0.439155033,0.547722558,0.503115295
291,162762,0.48809353,0.429058165,0.439155033,0.547722558,0.503115295
292,162762,0.48809353,0.429058165,0.439155033,0.547722558,0.503115295
293,162962,0.727606875,0.639602149,0.654653671,0.680413817,0.625
294,162962,0.727606875,0.639602149,0.654653671,0.680413817,0.625
295,162962,0.727606875,0.639602149,0.654653671,0.680413817,0.625
296,164961,0.708200528,0.657128741,0.672592709,0.750568336,0.608330329
297,164961,0.708200528,0.657128741,0.672592709,0.750568336,0.608330329
298,164961,0.665512265,0.621581561,0.63620901,0.700140042,0.600245048
299,164961,0.665512265,0.621581561,0.63620901,0.700140042,0.600245048
300,166064,0.606339063,0.568535244,0.545544726,0.589691975,0.625
301,166064,0.600245048,0.527644853,0.540061725,0.577350269,0.618718434
302,166064,0.618346942,0.543557307,0.55634864,0.587136564,0.588348405
303,166064,0.641688948,0.564076075,0.577350269,0.6172134,0.614192269
304,166064,0.641688948,0.564076075,0.577350269,0.6172134,0.614192269
305,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
306,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
307,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
308,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
309,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
310,166064,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
311,166942,0.805161048,0.738548946,0.755928946,0.746390491,0.685603445
312,166942,0.786718394,0.722998805,0.74001287,0.722315119,0.663488803
313,166942,0.748481189,0.69084928,0.707106781,0.671936841,0.6172134
314,166950,0.594088526,0.522232968,0.534522484,0.611111111,0.459279327
315,166950,0.594088526,0.522232968,0.534522484,0.611111111,0.459279327
316,166950,0.568796459,0.5,0.511766316,0.580258853,0.479701612
317,166950,0.568796459,0.5,0.511766316,0.580258853,0.479701612
318,166950,0.568796459,0.5,0.511766316,0.580258853,0.479701612
319,166950,0.568796459,0.5,0.511766316,0.580258853,0.479701612
320,166965,0.585239048,0.758142506,0.775983594,0.553040904,0.508000508
321,166965,0.636656016,0.799502686,0.818317088,0.612372436,0.5625
322,166965,0.585239048,0.758142506,0.775983594,0.553040904,0.508000508
323,166965,0.731272424,0.674965564,0.69084928,0.656487952,0.565333771
324,166965,0.67363307,0.657951695,0.67343503,0.629940788,0.540061725
325,166965,0.651920241,0.640489869,0.655562281,0.602464076,0.553398591
326,166965,0.651920241,0.640489869,0.655562281,0.602464076,0.553398591
327,167007,0.664211164,0.583874208,0.597614305,0.745355992,0.63900965
328,167007,0.618346942,0.543557307,0.55634864,0.693888666,0.588348405
329,167007,0.618346942,0.543557307,0.55634864,0.693888666,0.588348405
330,167010,0.453742606,0.398862018,0.40824829,0.509175077,0.467707173
331,167010,0.453742606,0.398862018,0.40824829,0.509175077,0.467707173
332,167010,0.306785996,0.269679945,0.276026224,0.344265186,0.316227766
333,167012,0.748481189,0.657951695,0.67343503,0.713932893,0.655789237
334,167012,0.748481189,0.657951695,0.67343503,0.713932893,0.655789237
335,167012,0.748481189,0.657951695,0.67343503,0.713932893,0.655789237
336,167012,0.685994341,0.603022689,0.6172134,0.673575314,0.662912607
337,167012,0.685994341,0.603022689,0.6172134,0.673575314,0.662912607
338,167012,0.685994341,0.603022689,0.6172134,0.673575314,0.662912607
339,167012,0.685994341,0.603022689,0.6172134,0.673575314,0.662912607
340,167012,0.707106781,0.548454318,0.561360891,0.606788036,0.600245048
341,167012,0.685994341,0.565333771,0.578637562,0.625462792,0.618718434
342,168137,0.606339063,0.604068696,0.581914374,0.589691975,0.583333333
343,168137,0.606339063,0.604068696,0.581914374,0.589691975,0.583333333
344,168137,0.606339063,0.604068696,0.581914374,0.589691975,0.583333333
345,169959,0.665512265,0.585017939,0.598784951,0.700140042,0.600245048
346,169959,0.665512265,0.621581561,0.63620901,0.746816045,0.600245048
347,169959,0.643119694,0.603022689,0.6172134,0.721687836,0.618718434
348,169959,0.643119694,0.603022689,0.6172134,0.721687836,0.618718434
349,169959,0.643119694,0.603022689,0.6172134,0.721687836,0.618718434
350,169959,0.594088526,0.522232968,0.534522484,0.666666667,0.510310363
351,171656,0.643119694,0.603022689,0.6172134,0.673575314,0.57452426
352,171656,0.643119694,0.603022689,0.6172134,0.673575314,0.57452426
353,171656,0.643119694,0.603022689,0.6172134,0.673575314,0.57452426
354,171877,0.708200528,0.622543017,0.601793477,0.750568336,0.648885685
355,171877,0.766964989,0.674199862,0.690065559,0.860662966,0.711512474
356,171877,0.747545002,0.657128741,0.672592709,0.838870493,0.729996395
357,171877,0.747545002,0.622543017,0.637193093,0.794719414,0.68944104
358,172218,0.568796459,0.5,0.511766316,0.638284739,0.58630197
359,172218,0.568796459,0.5,0.511766316,0.638284739,0.58630197
360,173742,0.711057129,0.657951695,0.67343503,0.797924999,0.732940912
361,173742,0.69026849,0.640489869,0.655562281,0.774596669,0.751040944
362,173742,0.69026849,0.640489869,0.655562281,0.774596669,0.751040944
363,173755,0.600245048,0.489955935,0.501485887,0.529237747,0.530330086
364,173755,0.570781793,0.376308905,0.385164443,0.480384461,0.441261304
365,175662,0.523216644,0.501745206,0.513552591,0.533760513,0.490290338
366,175662,0.523216644,0.501745206,0.513552591,0.533760513,0.490290338
367,175662,0.544581149,0.478713554,0.489978944,0.555555556,0.510310363
368,175662,0.544581149,0.478713554,0.489978944,0.555555556,0.510310363
369,175662,0.544581149,0.478713554,0.489978944,0.555555556,0.510310363
370,175662,0.51708769,0.454545455,0.465242105,0.522232968,0.479701612
371,177408,0.595854023,0.402911482,0.412393049,0.56577895,0.56694671
372,177408,0.575649676,0.389249472,0.398409536,0.546594394,0.547722558
373,177408,0.324101862,0.227921153,0.233284737,0.290957187,0.267261242
374,177408,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
375,177408,0.280056017,0.184637236,0.188982237,0.23570226,0.216506351
376,181454,0.453742606,0.398862018,0.40824829,0.509175077,0.467707173
377,181454,0.388922234,0.341881729,0.349927106,0.43643578,0.400891863
378,181454,0.388922234,0.341881729,0.349927106,0.43643578,0.400891863
379,181454,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
380,181467,0.708200528,0.657128741,0.672592709,0.750568336,0.68944104
381,181467,0.708200528,0.657128741,0.672592709,0.750568336,0.68944104
382,183736,0.792118034,0.783349452,0.772088032,0.740740741,0.646393127
383,183736,0.792118034,0.783349452,0.772088032,0.740740741,0.646393127
384,183736,0.770154046,0.738548946,0.724431907,0.707106781,0.649519053
385,183736,0.805161048,0.738548946,0.755928946,0.746390491,0.649519053
386,183736,0.786718394,0.722998805,0.74001287,0.722315119,0.663488803
387,226153,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
388,226153,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
389,226484,0.570781793,0.543557307,0.55634864,0.640512615,0.588348405
390,226484,0.570781793,0.543557307,0.55634864,0.640512615,0.588348405
391,229895,0.69026849,0.640489869,0.655562281,0.602464076,0.592927061
392,231475,0.413670152,0.454545455,0.465242105,0.464207083,0.479701612
393,231475,0.424437344,0.426401433,0.43643578,0.476289672,0.4375
394,233748,0.51708769,0.5,0.465242105,0.580258853,0.58630197
395,233748,0.48809353,0.476731295,0.439155033,0.547722558,0.559016994
396,233748,0.306785996,0.202259959,0.207019668,0.25819889,0.237170825
397,235534,0.727606875,0.639602149,0.654653671,0.680413817,0.625
398,235534,0.727606875,0.639602149,0.654653671,0.680413817,0.625
399,235534,0.727606875,0.639602149,0.654653671,0.680413817,0.625
400,235534,0.350070021,0.307728727,0.314970394,0.392837101,0.360843918
401,235534,0.350070021,0.307728727,0.314970394,0.392837101,0.360843918
402,236608,0.707106781,0.621581561,0.63620901,0.746816045,0.685994341
