itemid,hotelname,hotelid,roomtype_tokens_str,amenity_vector
689,AMEDIA Luxury Suites Graz,1755523,acessible,"{'hair dryer', 'slippers', 'closet', 'separate dining area', 'laptop safe box', 'petallow', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'dvdcd player', 'blackout curtains', 'ironing facilities', 'electric blanket', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'shoeshine kit', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'smoke detector', 'washing machine', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'locker', 'laptop workspace', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
690,AMEDIA Luxury Suites Graz,1755523,suite,"{'hair dryer', 'slippers', 'closet', 'separate dining area', 'laptop safe box', 'kitchenware', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'dvdcd player', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'full kitchen', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
691,AMEDIA Luxury Suites Graz,1755523,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
692,AMEDIA Luxury Suites Graz,1755523,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
693,AMEDIA Luxury Suites Graz,1755523,business,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
694,AMEDIA Luxury Suites Graz,1755523,grand,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
695,AMEDIA Luxury Suites Graz,1755523,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
696,Fruhstuckspension Ingrid,1980151,double,"{'safebox', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'alarm clock', 'toiletries', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan'}"
697,Fruhstuckspension Ingrid,1980151,double,"{'safebox', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'alarm clock', 'toiletries', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan'}"
698,Ibis Woerthersee,2096226,superior,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
699,Ibis Woerthersee,2096226,standard,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
700,Ibis Woerthersee,2096226,single,"{'safebox', 'telephone', 'hair dryer', 'clothes rack', 'toiletries', 'woodenparqueted flooring', 'closet', 'clothes dryer', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
701,Ibis Woerthersee,2096226,standard,"{'safebox', 'telephone', 'hair dryer', 'clothes rack', 'toiletries', 'woodenparqueted flooring', 'closet', 'free bottled water', 'clothes dryer', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
702,Mercure Salzburg Central,2096374,double,"{'carpeting', 'hair dryer', 'closet', 'laptop safe box', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'daily housekeeping', 'toiletries', 'heating', 'extra long bed', 'free wi-fi in all rooms'}"
703,Mercure Salzburg Central,2096374,double,"{'carpeting', 'hair dryer', 'closet', 'laptop safe box', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'daily housekeeping', 'toiletries', 'heating', 'free wi-fi in all rooms'}"
704,Hotel Restaurant Sailer,4593494,apartment,"{'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'towels', 'minibar', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'extra long bed', 'dishwasher', 'free wi-fi in all rooms'}"
705,Hotel Restaurant Sailer,4593494,double,"{'private entrance', 'safebox', 'smoke detector', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'closet', 'extra long bed', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
706,Renona Rehabilitation,4919607,double,"{'hair dryer', 'closet', 'safebox', 'refrigerator', 'microwave', 'towels', 'telephone', 'dressing room', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms'}"
707,Renona Rehabilitation,4919607,family,"{'hair dryer', 'closet', 'safebox', 'refrigerator', 'microwave', 'towels', 'telephone', 'dressing room', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms'}"
708,Renona Rehabilitation,4919607,triple,"{'closet', 'safebox', 'refrigerator', 'microwave', 'towels', 'telephone', 'dressing room', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms'}"
709,Hotel Deutschmeister,6491407,single,"{'safebox', 'telephone', 'hair dryer', 'clothes rack', 'toiletries', 'alarm clock', 'closet', 'minibar', 'umbrella', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan'}"
710,Hotel Deutschmeister,6491407,triple,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
711,Hotel Deutschmeister,6491407,double,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'towels', 'scale', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
712,Hotel Deutschmeister,6491407,double,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
713,Hotel Deutschmeister,6491407,single,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
714,Hotel Deutschmeister,6491407,triple,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
715,Hotel Deutschmeister,6491407,single,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
716,Hotel Deutschmeister,6491407,double,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
717,Hotel Deutschmeister,6491407,triple,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
718,Hotel Deutschmeister,6491407,double,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
719,Hotel Deutschmeister,6491407,single,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
720,Hotel Deutschmeister,6491407,triple,"{'safebox', 'telephone', 'hair dryer', 'toiletries', 'minibar', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
721,arte Hotel Salzburg,6536309,studio,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
722,arte Hotel Salzburg,6536309,studio,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
723,arte Hotel Salzburg,6536309,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
724,arte Hotel Salzburg,6536309,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
725,arte Hotel Salzburg,6536309,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
726,arte Hotel Salzburg,6536309,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
727,Dolomitenhotel,6537481,double,"{'carpeting', 'hair dryer', 'alarm clock', 'separate dining area', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms'}"
728,Hotel & Apartments Rothensteiner,6578078,apartment,"{'carpeting', 'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'dvdcd player', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'shower', 'free wi-fi in all rooms'}"
729,Hotel & Apartments Rothensteiner,6578078,apartment,"{'carpeting', 'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'dvdcd player', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
730,Hotel & Apartments Rothensteiner,6578078,apartment,"{'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'dvdcd player', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
731,Hotel & Apartments Rothensteiner,6578078,double,"{'hair dryer', 'closet', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'ironing facilities', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'shower', 'free wi-fi in all rooms', 'interconnecting rooms'}"
732,Hotel & Apartments Rothensteiner,6578078,apartment,"{'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'refrigerator', 'microwave', 'towels', 'dvdcd player', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'shower', 'free wi-fi in all rooms'}"
733,Gasthof Schwabl Wirt,6579831,apartment,"{'hair dryer', 'closet', 'separate dining area', 'fan', 'laptop safe box', 'kitchenware', 'safebox', 'refrigerator', 'microwave', 'towels', 'ironing facilities', 'cleaning products', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'full kitchen', 'washing machine', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'dishwasher', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
734,Hotel Evido Salzburg City Center,6751093,double,"{'safebox', 'ironing facilities', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'laptop safe box', 'additional toilet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
735,Hotel Evido Salzburg City Center,6751093,triple,"{'safebox', 'ironing facilities', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'laptop safe box', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
736,Hotel Evido Salzburg City Center,6751093,family,"{'safebox', 'ironing facilities', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'laptop safe box', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
737,Hotel Evido Salzburg City Center,6751093,family,"{'safebox', 'ironing facilities', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'laptop safe box', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
738,Hotel Evido Salzburg City Center,6751093,double,"{'safebox', 'ironing facilities', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'laptop safe box', 'towels', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'soundproofing'}"
739,Arthotel ANA Westbahn,6751215,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'interconnecting rooms', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'desk', 'air conditioning', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'fan'}"
740,Arthotel ANA Westbahn,6751215,single,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'desk', 'air conditioning', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'fan'}"
741,Arthotel ANA Westbahn,6751215,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'desk', 'air conditioning', 'daily housekeeping', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'fan'}"
742,Arthotel ANA Westbahn,6751215,family,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'fan'}"
743,Arthotel ANA Westbahn,6751215,superior,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'fan'}"
744,Hotel Kindler,6880805,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'extra long bed', 'towels', 'minibar', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
